2026-06-19 13:50:13.775 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 13:50:13.929 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 13:54:11.733 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 13:55:49.282 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 14:03:46.430 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 14:03:46.554 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 14:03:52.878 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=20akashdeep10a@gmai.com
2026-06-19 15:28:58.523 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 15:28:58.590 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 15:29:13.577 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 16:59:27.756 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 16:59:27.834 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 16:59:35.460 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:14:55.530 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 19:14:55.669 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 19:15:05.731 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:22:26.487 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 19:22:26.552 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 19:22:33.130 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:24:41.513 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 19:24:41.572 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 19:24:47.446 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:30:03.547 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 19:30:03.647 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 19:30:40.590 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:32:55.978 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
2026-06-19 19:32:56.043 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/cameras/ status=401
2026-06-19 19:33:01.777 | AUDIT | LOGIN_SUCCESS | ip=127.0.0.1 user=admin
2026-06-19 19:35:42.014 | AUDIT | AUTH_FAILURE | ip=127.0.0.1 method=GET path=/api/users/ status=401
